Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Tecnología;Técnico en Computación e Informática;Técnico en Computación e Informática;11.7%;s/i; s/i ;57.6%;66.4%;De $600 mil a $700 mil
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcción;27.4%;s/i; s/i ;53.0%;n/a;s/i
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Administración y Comercio;Técnico en Contabilidad General;Contabilidad General;27.4%;s/i; s/i ;65.7%;76.5%;De $600 mil a $700 mil
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Educación;Técnico en Deporte, Recreación y Preparación Física;Preparación Física;7.7%;s/i; s/i ;32.2%;47.9%;s/i
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Salud;Técnico en Enfermería;Técnico en Enfermería;2.3%;s/i; s/i ;38.7%;60.0%;De $500 mil a $600 mil
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Administración y Comercio;Técnico en Logística;Técnico en Administración Logística y Administración de Sistemas Logísticas;13.6%;s/i; s/i ;80.3%;87.0%;De $700 mil a $800 mil
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Tecnología;Técnico en Minería y Metalurgia;Técnico en Operaciones Mineras;12.0%;s/i; s/i ;50.6%;56.9%;s/i
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Salud;Técnico en Nutrición y Dietética;Alimentación y Nutrición;8.1%;s/i; s/i ;42.4%;57.1%;s/i
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;16.2%;s/i; s/i ;48.3%;59.0%;De $600 mil a $700 mil
126;Institutos Profesionales;Instituto Profesional La Araucana;No;Ciencias Sociales;Trabajo Social;Servicio Social;15.9%;s/i; s/i ;61.7%;66.8%;De $700 mil a $800 mil
152;Institutos Profesionales;Instituto Profesional Latinoamericano de Comercio Exterior - IPLACEX;3 años;Ciencias Sociales;Administración Pública;Administración Pública;1.2%;88.9%; 9.5 ;100.0%;100.0%;De $1 millón 300 mil a $1 millón 400 mil
152;Institutos Profesionales;Instituto Profesional Latinoamericano de Comercio Exterior - IPLACEX;3 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería en Prevención de Riesgos;0.8%;76.4%; 9.1 ;95.4%;n/a;s/i
152;Institutos Profesionales;Instituto Profesional Latinoamericano de Comercio Exterior - IPLACEX;3 años;Salud;Técnico en Enfermería;Técnico en Enfermería;1.5%;53.3%; 6.0 ;42.4%;55.8%;De $500 mil a $600 mil
152;Institutos Profesionales;Instituto Profesional Latinoamericano de Comercio Exterior - IPLACEX;3 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;24.7%;63.8%; s/i ;51.2%;57.1%;De $600 mil a $700 mil
152;Institutos Profesionales;Instituto Profesional Latinoamericano de Comercio Exterior - IPLACEX;3 años;Ciencias Sociales;Trabajo Social;Trabajo Social;0.7%;88.8%; 11.2 ;98.4%;94.5%;s/i
101;Institutos Profesionales;Instituto Profesional Libertador de Los Andes;No;Educación;Psicopedagogía;Psicopedagogía;22.4%;s/i; s/i ;73.7%;n/a;s/i
101;Institutos Profesionales;Instituto Profesional Libertador de Los Andes;No;Administración y Comercio;Técnico en Administración de Empresas;Técnico de Nivel Superior en Administración de Empresas Gestión Recursos Humanos;46.3%;55.3%; s/i ;36.1%;34.1%;s/i
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Administración de Empresas;2.7%;50.0%; 9.9 ;84.4%;85.4%;De $900 mil a $1 millón
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Tecnología;Construcción Civil;Construcción Civil;2.9%;56.8%; 10.4 ;69.2%;83.1%;De $1 millón 100 mil a $1 millón 200 mil
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Administración y Comercio;Contador Auditor;Contador Auditor;0.7%;s/i; s/i ;77.1%;76.0%;De $1 millón a $1 millón 100 mil
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería en Prevención de Riesgos;3.1%;s/i; 11.2 ;63.2%;68.3%;De $900 mil a $1 millón
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Educación;Psicopedagogía;Psicopedagogía;18.8%;70.4%; 9.6 ;65.8%;76.4%;De $700 mil a $800 mil
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Educación;Técnico Asistente del Educador Diferencial;Técnico en Educación Diferencial;43.5%;63.4%; 5.7 ;42.3%;51.1%;De $500 mil a $600 mil
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas;36.5%;67.8%; 5.0 ;60.0%;70.5%;De $700 mil a $800 mil
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcción;41.2%;46.7%; 5.7 ;62.4%;73.5%;s/i
165;Institutos Profesionales;Instituto Profesional Los Lagos;No;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;21.7%;s/i; 4.8 ;32.0%;52.7%;De $600 mil a $700 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Arte y Arquitectura;Actuación y Teatro;Teatro;3.2%;s/i; s/i ;23.3%;40.7%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Administración de Negocios;12.0%;40.9%; 8.7 ;70.1%;70.8%;De $700 mil a $800 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Contador Auditor;Contador Auditor;9.2%;53.8%; 8.6 ;71.9%;82.6%;De $900 mil a $1 millón
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Arte y Arquitectura;Diseño Gráfico;Diseño Gráfico Publicitario;1.2%;42.4%; 8.8 ;38.8%;57.1%;De $500 mil a $600 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Arte y Arquitectura;Fotografía;Fotografía Profesional;1.4%;37.0%; s/i ;34.8%;49.6%;De $500 mil a $600 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Ingeniería en Marketing;Ingeniería en Marketing;11.2%;s/i; s/i ;46.4%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;26.1%;s/i; s/i ;65.2%;76.3%;De $600 mil a $700 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Educación;Psicopedagogía;Psicopedagogía;30.8%;56.9%; 10.0 ;54.5%;74.1%;De $700 mil a $800 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Ciencias Sociales;Publicidad;Publicidad;0.0%;s/i; s/i ;69.6%;68.0%;De $600 mil a $700 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Ciencias Sociales;Relaciones Públicas;Relaciones Públicas;2.6%;s/i; s/i ;50.0%;62.8%;De $700 mil a $800 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Salud;Técnico Agente o Visitador Médico;Visitador Médico;3.4%;s/i; s/i ;46.3%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación Parvularia;13.8%;65.2%; 5.4 ;56.6%;62.7%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Gestión de Empresas;23.0%;65.5%; 6.2 ;71.3%;73.6%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Administración de Recursos Humanos y Personal;Técnico en Administración de Recursos Humanos;17.2%;59.8%; 5.5 ;63.1%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Administración de Redes y Soporte;Técnico en Conectividad y Redes ;19.8%;39.4%; 6.0 ;80.5%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Administración de Ventas;Técnico en Negocios y Gestión Comercial;55.2%;49.4%; 5.8 ;65.7%;62.5%;De $700 mil a $800 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Computación e Informática;Técnico Analista Programador;14.4%;54.7%; 5.8 ;73.6%;78.4%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcción;35.6%;60.9%; 5.7 ;53.3%;63.1%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Contabilidad General;Contador General ;56.8%;52.5%; 6.2 ;63.4%;67.7%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Salud;Técnico en Masoterapia;Técnico en Masoterapia;5.9%;67.2%; 5.5 ;38.0%;37.4%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Minería;11.5%;54.3%; s/i ;61.7%;70.2%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Arte y Arquitectura;Técnico en Peluquería y Estética;Técnico en Estética Integral;3.0%;45.6%; 5.2 ;26.1%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;26.3%;54.0%; 6.4 ;52.5%;63.5%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Producción de Eventos;Técnico en Producción de Eventos;4.7%;53.3%; 5.5 ;46.5%;47.8%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Ciencias Sociales;Técnico en Relaciones Públicas;Técnico en Relaciones Publicas;29.9%;s/i; s/i ;45.5%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Ciencias Sociales;Técnico en Servicio Social;Técnico en Servicio Social;45.7%;46.8%; 5.7 ;33.1%;39.2%;De $600 mil a $700 mil
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Tecnología;Técnico en Topografía;Técnico en Topografía;10.3%;s/i; s/i ;66.1%;n/a;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Administración y Comercio;Técnico en Turismo y Hotelería;Técnico en Hotelería y en Turismo Sustentable;5.7%;54.3%; 5.7 ;40.6%;58.5%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Salud;Técnico Laboratorista Dental;Técnico Laboratorista Dental;3.3%;55.0%; 5.4 ;43.5%;58.3%;s/i
155;Institutos Profesionales;Instituto Profesional Los Leones;3 años;Ciencias Sociales;Trabajo Social;Servicio Social;8.9%;48.6%; 9.0 ;47.3%;65.3%;De $700 mil a $800 mil
693;Institutos Profesionales;Instituto Profesional Projazz;No;Arte y Arquitectura;Música, Canto o Danza;Intérprete en Jazz y Música Popular, y Composición Musical;14.6%;52.5%; s/i ;36.2%;51.7%;s/i
106;Institutos Profesionales;Instituto Profesional Providencia;No;Salud;Nutrición y Dietética;Nutrición y Dietética;1.2%;s/i; s/i ;40.0%;49.5%;De $600 mil a $700 mil
106;Institutos Profesionales;Instituto Profesional Providencia;No;Educación;Pedagogía en Educación Básica;Pedagogía en Educación General Básica;10.4%;s/i; s/i ;72.1%;84.2%;De $700 mil a $800 mil
106;Institutos Profesionales;Instituto Profesional Providencia;No;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;16.0%;s/i; s/i ;60.3%;68.6%;De $600 mil a $700 mil
106;Institutos Profesionales;Instituto Profesional Providencia;No;Educación;Pedagogía en Educación Diferencial;Educación Diferencial;11.8%;s/i; s/i ;79.8%;88.0%;De $800 mil a $900 mil
106;Institutos Profesionales;Instituto Profesional Providencia;No;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas;18.6%;51.0%; 7.6 ;65.9%;68.2%;s/i
106;Institutos Profesionales;Instituto Profesional Providencia;No;Salud;Técnico en Enfermería;Técnico en Enfermería;1.2%;s/i; s/i ;42.4%;56.9%;De $500 mil a $600 mil
106;Institutos Profesionales;Instituto Profesional Providencia;No;Salud;Terapia Ocupacional;Terapia Ocupacional;6.0%;s/i; s/i ;45.5%;61.1%;s/i
106;Institutos Profesionales;Instituto Profesional Providencia;No;Ciencias Sociales;Trabajo Social;Servicio Social;7.5%;51.0%; 10.3 ;68.3%;72.9%;De $700 mil a $800 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería de Ejecución en Administración;5.4%;67.0%; 9.9 ;71.7%;78.1%;De $800 mil a $900 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Arte y Arquitectura;Animación Digital;Animación Digital y Multimedia;1.5%;83.7%; 9.7 ;46.9%;42.9%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Arte y Arquitectura;Comunicación Audiovisual y/o Multimedia;Comunicación Audiovisual Digital;3.3%;70.5%; 9.9 ;50.6%;61.8%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Construcción Civil;Construcción Civil;0.3%;58.5%; 10.6 ;66.3%;75.0%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Contador Auditor;Contador Auditor;2.0%;70.1%; 9.4 ;75.6%;84.3%;De $800 mil a $900 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Arte y Arquitectura;Diseño Gráfico;Diseño Gráfico;1.8%;67.3%; 9.9 ;36.8%;41.6%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Agropecuaria;Ingeniería Agrícola;Ingeniería de Ejecución Agropecuaria;11.9%;73.7%; 9.4 ;61.2%;66.3%;De $700 mil a $800 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Ingeniería en Computación e Informática;Ingeniería en Informática;2.0%;63.5%; 11.5 ;65.8%;77.8%;De $900 mil a $1 millón
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Ingeniería en Electricidad;Ingeniería en Electricidad y Electrónica Industrial;5.3%;63.4%; 10.8 ;77.8%;n/a;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Ciencias Sociales;Ingeniería en Gestión Pública;Ingeniería en Administración Pública y Municipal;2.2%;68.6%; 9.4 ;64.6%;69.0%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería en Prevención de Riesgos;3.7%;89.7%; 10.5 ;55.7%;65.1%;De $800 mil a $900 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Ingeniería en Recursos Humanos;Ingeniería en Administración de Recursos Humanos;0.7%;65.7%; 9.6 ;74.1%;76.7%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Ingeniería en Sonido;Ingeniería en Sonido;2.1%;56.1%; s/i ;47.2%;48.1%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración;71.2%;s/i; 6.7 ;57.1%;68.9%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Técnico en Administración de Recursos Humanos y Personal;Técnico en Administración de Recursos Humanos;49.4%;s/i; 7.2 ;72.3%;76.7%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Administración de Redes y Soporte;Técnico en Conectividad y Redes;21.3%;67.9%; s/i ;63.6%;64.0%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Computación e Informática;Técnico Analista Programador y en Plataformas Tecnológicas;21.8%;61.9%; 7.9 ;58.9%;66.3%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Arte y Arquitectura;Técnico en Comunicación Audiovisual;Técnico en Comunicación Audiovisual Digital;9.3%;54.2%; 6.9 ;47.0%;52.4%;De $600 mil a $700 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcciones Civiles;47.9%;s/i; s/i ;61.8%;n/a;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Arte y Arquitectura;Técnico en Diseño Gráfico;Técnico en Diseño Digital y Publicitario, y Publicitario y Multimedial;5.2%;67.7%; 7.6 ;42.1%;45.4%;De $500 mil a $600 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Electricidad y Electricidad Industrial;Técnico en Electricidad y Electrónica Industrial;39.6%;53.1%; 7.4 ;63.8%;73.9%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Ciencias Básicas;Técnico en Geominería;Técnico en Geominería;19.5%;s/i; s/i ;54.3%;56.8%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Mantenimiento Industrial;Técnico en Mantenimiento Industrial;25.8%;53.2%; 7.2 ;71.9%;85.2%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Operaciones Mineras;13.4%;57.9%; 8.7 ;55.5%;65.5%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;41.7%;s/i; 9.6 ;41.0%;65.9%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Ciencias Sociales;Técnico en Servicio Social;Técnico en Trabajo Social;56.1%;73.2%; 6.1 ;30.0%;40.6%;De $500 mil a $600 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Tecnología;Técnico en Sonido;Técnico en Sonido;13.7%;53.2%; 6.4 ;35.9%;42.4%;s/i
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Administración y Comercio;Técnico en Turismo y Hotelería;Técnico en Turismo;2.7%;63.9%; 6.8 ;32.1%;37.7%;De $500 mil a $600 mil
116;Institutos Profesionales;Instituto Profesional Santo Tomás;3 años;Ciencias Sociales;Trabajo Social;Servicio Social;14.6%;75.2%; 9.6 ;58.7%;71.4%;De $700 mil a $800 mil
86;Universidades;Pontificia Universidad Católica de Chile;7 años;Arte y Arquitectura;Actuación y Teatro;Actuación;13.9%;79.5%; s/i ;26.8%;n/a;s/i
